Transaction ID,Order Date,Customer ID,Customer Name,Product Category,Product Name,Quantity,Unit Price,Discount,Sales Amount,Profit,Payment Method,Country,State,Region
TXN-100178,2026-03-19,Cust-1060,Customer 1060,Beauty,Lipstick,1,18.0,0.0,18.0,5.23,Google Pay,United States,Texas,North America
TXN-100179,2026-03-14,Cust-1077,Customer 1077,Clothing,Sneakers,1,80.0,0.1,72.0,29.75,Credit Card,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100180,2025-03-10,Cust-1119,Customer 1119,Sports,Yoga Mat,1,29.0,0.0,29.0,6.68,Google Pay,Canada,Ontario,North America
TXN-100181,2025-06-18,Cust-1068,Customer 1068,Beauty,Shampoo,2,15.0,0.0,30.0,5.34,Apple Pay,France,Île-de-France,Europe
TXN-100182,2026-06-04,Cust-1034,Customer 1034,Clothing,Jeans,3,60.0,0.0,180.0,54.94,Apple Pay,Germany,Berlin,Europe
TXN-100183,2025-09-23,Cust-1046,Customer 1046,Clothing,Jacket,3,120.0,0.0,360.0,119.57,Apple Pay,United Kingdom,Scotland,Europe
TXN-100184,2025-08-09,Cust-1131,Customer 1131,Beauty,Moisturizer,1,25.0,0.05,23.75,10.48,Debit Card,Germany,Berlin,Europe
TXN-100185,2026-04-04,Cust-1090,Customer 1090,Clothing,T-Shirt,1,25.0,0.0,25.0,10.44,Google Pay,Canada,Ontario,North America
TXN-100186,2025-05-08,Cust-1011,Customer 1011,Electronics,Headphones,1,150.0,0.0,150.0,66.22,Credit Card,France,Île-de-France,Europe
TXN-100187,2026-05-02,Cust-1098,Customer 1098,Home & Kitchen,Knife Set,1,59.0,0.0,59.0,18.36,PayPal,United States,California,North America
TXN-100188,2025-02-04,Cust-1147,Customer 1147,Beauty,Lipstick,1,18.0,0.1,16.2,5.21,Credit Card,Canada,British Columbia,North America
TXN-100189,2025-02-13,Cust-1008,Customer 1008,Sports,Yoga Mat,2,29.0,0.0,58.0,14.71,PayPal,United States,Illinois,North America
TXN-100190,2026-05-09,Cust-1146,Customer 1146,Home & Kitchen,Knife Set,4,59.0,0.0,236.0,63.0,Google Pay,United Kingdom,England,Europe
TXN-100191,2026-04-19,Cust-1108,Customer 1108,Beauty,Shampoo,1,15.0,0.1,13.5,5.89,Credit Card,Canada,Ontario,North America
TXN-100192,2025-07-03,Cust-1090,Customer 1090,Sports,Yoga Mat,2,29.0,0.05,55.1,10.16,Debit Card,United States,Florida,North America
TXN-100193,2026-04-27,Cust-1146,Customer 1146,Beauty,Moisturizer,4,25.0,0.0,100.0,24.63,Google Pay,United States,New York,North America
TXN-100194,2026-02-22,Cust-1104,Customer 1104,Electronics,Laptop,3,999.0,0.0,2997.0,901.04,Credit Card,United Kingdom,Scotland,Europe
TXN-100195,2025-10-09,Cust-1120,Customer 1120,Beauty,Perfume,2,75.0,0.0,150.0,63.11,Debit Card,United Kingdom,Scotland,Europe
TXN-100196,2025-02-12,Cust-1080,Customer 1080,Clothing,Sneakers,1,80.0,0.0,80.0,25.85,Google Pay,Canada,Ontario,North America
TXN-100197,2026-05-17,Cust-1061,Customer 1061,Clothing,T-Shirt,2,25.0,0.05,47.5,19.17,Apple Pay,United Kingdom,Scotland,Europe
TXN-100198,2024-10-15,Cust-1098,Customer 1098,Sports,Yoga Mat,1,29.0,0.05,27.55,7.82,PayPal,Canada,Alberta,North America
TXN-100199,2025-11-03,Cust-1078,Customer 1078,Clothing,Jacket,2,120.0,0.0,240.0,79.28,Debit Card,Germany,Bavaria,Europe
TXN-100200,2025-09-09,Cust-1006,Customer 1006,Beauty,Shampoo,3,15.0,0.0,45.0,8.84,Apple Pay,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100201,2026-01-09,Cust-1145,Customer 1145,Beauty,Perfume,1,75.0,0.0,75.0,20.47,Google Pay,United States,California,North America
TXN-100202,2025-03-19,Cust-1135,Customer 1135,Electronics,Smartwatch,2,199.0,0.0,398.0,72.27,Debit Card,United States,Illinois,North America
TXN-100203,2025-11-16,Cust-1068,Customer 1068,Home & Kitchen,Air Fryer,4,119.0,0.0,476.0,76.97,Debit Card,United Kingdom,Wales,Europe
TXN-100204,2025-07-15,Cust-1050,Customer 1050,Electronics,Headphones,1,150.0,0.0,150.0,28.35,Google Pay,Canada,Ontario,North America
TXN-100205,2025-07-16,Cust-1123,Customer 1123,Sports,Water Bottle,3,20.0,0.05,57.0,22.69,Google Pay,United States,Illinois,North America
TXN-100206,2024-10-15,Cust-1058,Customer 1058,Beauty,Lipstick,1,18.0,0.0,18.0,5.62,Credit Card,France,Île-de-France,Europe
TXN-100207,2026-02-27,Cust-1140,Customer 1140,Electronics,Charger,3,29.0,0.1,78.3,22.09,Google Pay,Canada,Quebec,North America
TXN-100208,2026-03-11,Cust-1050,Customer 1050,Electronics,Smartphone,2,699.0,0.05,1328.1,292.86,Apple Pay,United Kingdom,Wales,Europe
TXN-100209,2024-09-13,Cust-1128,Customer 1128,Beauty,Shampoo,1,15.0,0.05,14.25,4.23,Credit Card,United Kingdom,England,Europe
TXN-100210,2026-05-24,Cust-1098,Customer 1098,Beauty,Foundation,2,35.0,0.0,70.0,23.53,Google Pay,France,Auvergne-Rhône-Alpes,Europe
TXN-100211,2024-10-15,Cust-1007,Customer 1007,Beauty,Shampoo,1,15.0,0.0,15.0,3.27,Debit Card,United Kingdom,England,Europe
TXN-100212,2024-06-26,Cust-1010,Customer 1010,Sports,Running Shoes,1,95.0,0.05,90.25,28.41,Apple Pay,France,Île-de-France,Europe
TXN-100213,2026-03-28,Cust-1045,Customer 1045,Electronics,Smartwatch,4,199.0,0.15,676.6,205.6,Debit Card,Germany,Berlin,Europe
TXN-100214,2025-01-30,Cust-1101,Customer 1101,Home & Kitchen,Coffee Maker,2,89.0,0.0,178.0,59.05,Debit Card,United States,Texas,North America
TXN-100215,2026-01-11,Cust-1081,Customer 1081,Beauty,Perfume,2,75.0,0.0,150.0,58.8,Credit Card,United Kingdom,Wales,Europe
TXN-100216,2025-02-04,Cust-1071,Customer 1071,Beauty,Shampoo,1,15.0,0.1,13.5,5.64,PayPal,United Kingdom,Wales,Europe
TXN-100217,2025-07-14,Cust-1068,Customer 1068,Sports,Backpack,4,55.0,0.0,220.0,64.47,PayPal,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100218,2025-08-01,Cust-1066,Customer 1066,Electronics,Laptop,2,999.0,0.05,1898.1,751.53,Credit Card,United States,Texas,North America
TXN-100219,2026-03-24,Cust-1046,Customer 1046,Home & Kitchen,Air Fryer,1,119.0,0.15,101.15,17.9,Apple Pay,United Kingdom,England,Europe
TXN-100220,2024-11-01,Cust-1024,Customer 1024,Sports,Yoga Mat,1,29.0,0.0,29.0,12.5,Credit Card,Germany,Bavaria,Europe
TXN-100221,2024-08-16,Cust-1034,Customer 1034,Electronics,Smartphone,2,699.0,0.0,1398.0,498.0,PayPal,United Kingdom,Wales,Europe
TXN-100222,2026-05-09,Cust-1141,Customer 1141,Beauty,Shampoo,4,15.0,0.0,60.0,26.19,Debit Card,United Kingdom,Scotland,Europe
TXN-100223,2026-06-24,Cust-1144,Customer 1144,Electronics,Laptop,1,999.0,0.0,999.0,193.37,Apple Pay,Canada,Ontario,North America
TXN-100224,2026-04-27,Cust-1033,Customer 1033,Home & Kitchen,Air Fryer,1,119.0,0.0,119.0,47.92,Google Pay,United States,California,North America
TXN-100225,2026-06-04,Cust-1012,Customer 1012,Sports,Water Bottle,1,20.0,0.05,19.0,3.55,Debit Card,United States,New York,North America
TXN-100226,2025-08-14,Cust-1053,Customer 1053,Beauty,Moisturizer,2,25.0,0.0,50.0,18.21,Apple Pay,Germany,Bavaria,Europe
TXN-100227,2025-02-26,Cust-1058,Customer 1058,Electronics,Smartwatch,1,199.0,0.0,199.0,37.84,PayPal,Canada,British Columbia,North America
TXN-100228,2025-09-06,Cust-1104,Customer 1104,Beauty,Lipstick,1,18.0,0.0,18.0,5.46,Credit Card,Canada,Quebec,North America
TXN-100229,2025-01-13,Cust-1086,Customer 1086,Electronics,Smartphone,1,699.0,0.15,594.15,103.87,Credit Card,Germany,Hamburg,Europe
TXN-100230,2024-12-25,Cust-1064,Customer 1064,Home & Kitchen,Air Fryer,2,119.0,0.1,214.2,68.87,PayPal,Canada,British Columbia,North America
TXN-100231,2024-10-25,Cust-1140,Customer 1140,Home & Kitchen,Coffee Maker,1,89.0,0.15,75.65,26.67,Debit Card,United States,New York,North America
TXN-100232,2025-07-30,Cust-1059,Customer 1059,Home & Kitchen,Coffee Maker,2,89.0,0.0,178.0,35.62,Google Pay,France,Auvergne-Rhône-Alpes,Europe
TXN-100233,2025-04-14,Cust-1100,Customer 1100,Clothing,Sneakers,1,80.0,0.05,76.0,32.92,Apple Pay,United States,Illinois,North America
TXN-100234,2025-03-31,Cust-1139,Customer 1139,Sports,Dumbbells,1,45.0,0.0,45.0,11.95,Debit Card,United States,Texas,North America
TXN-100235,2026-02-24,Cust-1104,Customer 1104,Beauty,Lipstick,1,18.0,0.0,18.0,4.95,Credit Card,Canada,Alberta,North America
TXN-100236,2025-01-08,Cust-1072,Customer 1072,Home & Kitchen,Coffee Maker,3,89.0,0.05,253.65,40.78,Debit Card,United States,Florida,North America
TXN-100237,2025-11-17,Cust-1002,Customer 1002,Beauty,Moisturizer,1,25.0,0.05,23.75,6.9,Google Pay,United States,Florida,North America
TXN-100238,2024-11-15,Cust-1012,Customer 1012,Clothing,T-Shirt,1,25.0,0.0,25.0,5.76,Google Pay,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100239,2026-02-23,Cust-1101,Customer 1101,Electronics,Smartphone,1,699.0,0.0,699.0,208.2,Apple Pay,United States,Florida,North America
TXN-100240,2025-01-11,Cust-1023,Customer 1023,Sports,Water Bottle,3,20.0,0.0,60.0,16.16,Apple Pay,United States,Florida,North America
TXN-100241,2024-10-26,Cust-1015,Customer 1015,Clothing,Sneakers,5,80.0,0.0,400.0,62.03,Credit Card,United Kingdom,Wales,Europe
TXN-100242,2024-12-28,Cust-1133,Customer 1133,Sports,Yoga Mat,3,29.0,0.0,87.0,22.14,Google Pay,Germany,Hamburg,Europe
TXN-100243,2025-05-16,Cust-1134,Customer 1134,Beauty,Perfume,1,75.0,0.1,67.5,25.98,PayPal,United States,Illinois,North America
TXN-100244,2025-10-01,Cust-1131,Customer 1131,Home & Kitchen,Knife Set,1,59.0,0.0,59.0,17.42,Apple Pay,Germany,Hamburg,Europe
TXN-100245,2025-06-08,Cust-1003,Customer 1003,Electronics,Smartphone,1,699.0,0.0,699.0,241.36,Apple Pay,United Kingdom,Wales,Europe
TXN-100246,2026-04-15,Cust-1021,Customer 1021,Clothing,T-Shirt,1,25.0,0.0,25.0,4.81,Debit Card,Canada,Ontario,North America
TXN-100247,2025-08-01,Cust-1044,Customer 1044,Home & Kitchen,Air Fryer,5,119.0,0.0,595.0,251.05,PayPal,Germany,Hamburg,Europe
TXN-100248,2025-06-05,Cust-1064,Customer 1064,Clothing,Sneakers,1,80.0,0.05,76.0,23.68,Debit Card,United States,New York,North America
TXN-100249,2025-11-17,Cust-1113,Customer 1113,Sports,Running Shoes,2,95.0,0.0,190.0,36.15,PayPal,Canada,Quebec,North America
TXN-100250,2024-11-18,Cust-1014,Customer 1014,Sports,Dumbbells,2,45.0,0.0,90.0,20.92,Debit Card,Canada,Quebec,North America
TXN-100251,2024-11-19,Cust-1045,Customer 1045,Sports,Water Bottle,1,20.0,0.0,20.0,4.26,Credit Card,United Kingdom,England,Europe
TXN-100252,2026-06-05,Cust-1074,Customer 1074,Sports,Dumbbells,3,45.0,0.0,135.0,59.16,Apple Pay,Germany,Hamburg,Europe
TXN-100253,2025-10-26,Cust-1047,Customer 1047,Home & Kitchen,Blender,2,49.0,0.0,98.0,28.19,Debit Card,Canada,British Columbia,North America
TXN-100254,2026-03-26,Cust-1133,Customer 1133,Beauty,Moisturizer,3,25.0,0.15,63.75,27.61,Google Pay,United Kingdom,Wales,Europe
TXN-100255,2025-12-27,Cust-1079,Customer 1079,Electronics,Laptop,3,999.0,0.0,2997.0,878.33,Credit Card,Germany,Hamburg,Europe
TXN-100256,2025-05-28,Cust-1038,Customer 1038,Clothing,Jacket,4,120.0,0.05,456.0,185.39,Google Pay,Germany,Bavaria,Europe
TXN-100257,2026-03-27,Cust-1073,Customer 1073,Beauty,Shampoo,1,15.0,0.0,15.0,5.87,Apple Pay,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100258,2025-10-10,Cust-1103,Customer 1103,Electronics,Headphones,1,150.0,0.0,150.0,40.62,Google Pay,Germany,Bavaria,Europe
TXN-100259,2024-11-22,Cust-1009,Customer 1009,Beauty,Lipstick,1,18.0,0.15,15.3,6.68,Google Pay,United States,California,North America
TXN-100260,2025-08-13,Cust-1070,Customer 1070,Clothing,Jacket,1,120.0,0.05,114.0,48.51,Debit Card,United States,Texas,North America
TXN-100261,2025-04-18,Cust-1016,Customer 1016,Electronics,Charger,1,29.0,0.0,29.0,7.47,Debit Card,Germany,Bavaria,Europe
TXN-100262,2026-02-25,Cust-1000,Customer 1000,Electronics,Laptop,4,999.0,0.0,3996.0,1205.94,Credit Card,United Kingdom,England,Europe
TXN-100263,2025-03-14,Cust-1132,Customer 1132,Electronics,Smartphone,1,699.0,0.1,629.1,147.68,PayPal,France,Île-de-France,Europe
TXN-100264,2024-11-15,Cust-1055,Customer 1055,Home & Kitchen,Knife Set,2,59.0,0.05,112.1,26.32,Debit Card,Germany,Hamburg,Europe
TXN-100265,2025-06-05,Cust-1039,Customer 1039,Sports,Backpack,3,55.0,0.1,148.5,61.87,Google Pay,Canada,Alberta,North America
TXN-100266,2026-03-10,Cust-1135,Customer 1135,Clothing,Jacket,2,120.0,0.0,240.0,81.8,PayPal,United Kingdom,Scotland,Europe
TXN-100267,2026-01-17,Cust-1128,Customer 1128,Home & Kitchen,Air Fryer,3,119.0,0.0,357.0,127.84,PayPal,Canada,Alberta,North America
TXN-100268,2024-06-26,Cust-1033,Customer 1033,Clothing,T-Shirt,2,25.0,0.0,50.0,13.88,Google Pay,France,Auvergne-Rhône-Alpes,Europe
TXN-100269,2025-04-24,Cust-1061,Customer 1061,Clothing,T-Shirt,2,25.0,0.0,50.0,12.93,Google Pay,United States,New York,North America
TXN-100270,2025-03-05,Cust-1060,Customer 1060,Beauty,Perfume,3,75.0,0.0,225.0,46.65,PayPal,Germany,Berlin,Europe
TXN-100271,2026-04-07,Cust-1140,Customer 1140,Electronics,Laptop,3,999.0,0.1,2697.3,609.17,Credit Card,United Kingdom,Scotland,Europe
TXN-100272,2025-09-20,Cust-1125,Customer 1125,Home & Kitchen,Dinner Set,5,79.0,0.05,375.25,100.55,PayPal,France,Île-de-France,Europe
TXN-100273,2024-07-31,Cust-1030,Customer 1030,Electronics,Laptop,1,999.0,0.0,999.0,304.97,Debit Card,United States,Texas,North America
TXN-100274,2024-12-01,Cust-1016,Customer 1016,Beauty,Moisturizer,2,25.0,0.0,50.0,15.9,Credit Card,United States,California,North America
TXN-100275,2024-07-03,Cust-1050,Customer 1050,Beauty,Lipstick,4,18.0,0.1,64.8,23.27,Credit Card,United Kingdom,Scotland,Europe
TXN-100276,2025-02-12,Cust-1121,Customer 1121,Sports,Yoga Mat,1,29.0,0.1,26.1,5.44,Apple Pay,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100277,2024-10-01,Cust-1051,Customer 1051,Sports,Water Bottle,1,20.0,0.05,19.0,6.68,Credit Card,France,Auvergne-Rhône-Alpes,Europe
TXN-100278,2026-04-14,Cust-1080,Customer 1080,Home & Kitchen,Blender,1,49.0,0.05,46.55,17.24,PayPal,Canada,Ontario,North America
TXN-100279,2025-01-18,Cust-1042,Customer 1042,Beauty,Perfume,1,75.0,0.05,71.25,31.43,Apple Pay,France,Auvergne-Rhône-Alpes,Europe
TXN-100280,2024-11-02,Cust-1058,Customer 1058,Sports,Water Bottle,2,20.0,0.0,40.0,12.49,Google Pay,France,Île-de-France,Europe
TXN-100281,2025-08-02,Cust-1026,Customer 1026,Sports,Water Bottle,4,20.0,0.0,80.0,33.1,Apple Pay,United States,Florida,North America
TXN-100282,2024-11-23,Cust-1001,Customer 1001,Home & Kitchen,Coffee Maker,3,89.0,0.0,267.0,90.1,PayPal,United Kingdom,Scotland,Europe
TXN-100283,2024-08-17,Cust-1071,Customer 1071,Beauty,Lipstick,2,18.0,0.0,36.0,8.71,Credit Card,United Kingdom,England,Europe
TXN-100284,2024-10-22,Cust-1004,Customer 1004,Clothing,Sneakers,1,80.0,0.0,80.0,30.81,Credit Card,Canada,Alberta,North America
TXN-100285,2026-04-28,Cust-1018,Customer 1018,Sports,Water Bottle,1,20.0,0.0,20.0,8.67,PayPal,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100286,2026-03-14,Cust-1127,Customer 1127,Sports,Running Shoes,1,95.0,0.0,95.0,26.56,Google Pay,United States,New York,North America
TXN-100287,2026-02-01,Cust-1016,Customer 1016,Electronics,Laptop,1,999.0,0.0,999.0,370.99,Credit Card,Canada,Alberta,North America
TXN-100288,2026-03-11,Cust-1070,Customer 1070,Home & Kitchen,Air Fryer,1,119.0,0.0,119.0,27.44,Debit Card,Germany,Berlin,Europe
TXN-100289,2025-08-18,Cust-1038,Customer 1038,Home & Kitchen,Knife Set,4,59.0,0.0,236.0,65.87,Apple Pay,Germany,Hamburg,Europe
TXN-100290,2025-08-20,Cust-1110,Customer 1110,Electronics,Charger,1,29.0,0.15,24.65,5.55,Credit Card,Canada,Ontario,North America
TXN-100291,2024-10-06,Cust-1095,Customer 1095,Clothing,Jacket,1,120.0,0.0,120.0,49.18,Debit Card,United States,Texas,North America
TXN-100292,2025-03-05,Cust-1009,Customer 1009,Sports,Water Bottle,2,20.0,0.1,36.0,7.59,Credit Card,Germany,Berlin,Europe
TXN-100293,2025-02-06,Cust-1027,Customer 1027,Clothing,T-Shirt,1,25.0,0.15,21.25,6.64,Debit Card,United Kingdom,England,Europe
TXN-100294,2024-10-14,Cust-1072,Customer 1072,Sports,Dumbbells,2,45.0,0.0,90.0,31.45,PayPal,Canada,Quebec,North America
TXN-100295,2025-11-16,Cust-1053,Customer 1053,Electronics,Headphones,3,150.0,0.0,450.0,176.47,PayPal,Germany,Bavaria,Europe
TXN-100296,2025-10-10,Cust-1072,Customer 1072,Home & Kitchen,Blender,5,49.0,0.0,245.0,76.95,Debit Card,United States,New York,North America
TXN-100297,2024-10-01,Cust-1038,Customer 1038,Clothing,Socks,3,10.0,0.05,28.5,4.39,Google Pay,United States,California,North America
TXN-100298,2024-11-24,Cust-1042,Customer 1042,Electronics,Headphones,1,150.0,0.05,142.5,47.31,Debit Card,United Kingdom,Scotland,Europe
TXN-100299,2025-05-28,Cust-1081,Customer 1081,Home & Kitchen,Dinner Set,4,79.0,0.0,316.0,66.39,Credit Card,Canada,Quebec,North America
TXN-100300,2026-05-31,Cust-1119,Customer 1119,Home & Kitchen,Air Fryer,3,119.0,0.0,357.0,75.64,Credit Card,United Kingdom,England,Europe
TXN-100301,2024-12-04,Cust-1027,Customer 1027,Clothing,Socks,2,10.0,0.05,19.0,5.44,PayPal,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100302,2026-06-14,Cust-1122,Customer 1122,Beauty,Foundation,1,35.0,0.0,35.0,6.77,Debit Card,Germany,Berlin,Europe
TXN-100303,2026-05-06,Cust-1062,Customer 1062,Home & Kitchen,Blender,1,49.0,0.0,49.0,14.74,Apple Pay,France,Auvergne-Rhône-Alpes,Europe
TXN-100304,2024-12-02,Cust-1128,Customer 1128,Home & Kitchen,Blender,1,49.0,0.15,41.65,7.65,Credit Card,France,Île-de-France,Europe
TXN-100305,2026-01-25,Cust-1091,Customer 1091,Sports,Dumbbells,3,45.0,0.1,121.5,43.2,Credit Card,United Kingdom,England,Europe
TXN-100306,2025-07-27,Cust-1139,Customer 1139,Beauty,Perfume,2,75.0,0.0,150.0,38.56,Credit Card,Canada,Alberta,North America
TXN-100307,2025-03-28,Cust-1054,Customer 1054,Sports,Running Shoes,2,95.0,0.0,190.0,43.98,Google Pay,United States,California,North America
TXN-100308,2025-11-10,Cust-1060,Customer 1060,Clothing,Jacket,3,120.0,0.0,360.0,110.33,Credit Card,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100309,2025-07-21,Cust-1075,Customer 1075,Home & Kitchen,Coffee Maker,1,89.0,0.0,89.0,25.61,Apple Pay,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100310,2024-11-06,Cust-1111,Customer 1111,Sports,Yoga Mat,2,29.0,0.1,52.2,16.16,Credit Card,Germany,Berlin,Europe
TXN-100311,2025-01-05,Cust-1125,Customer 1125,Home & Kitchen,Blender,3,49.0,0.0,147.0,50.04,Credit Card,United Kingdom,Scotland,Europe
TXN-100312,2025-07-30,Cust-1027,Customer 1027,Home & Kitchen,Air Fryer,1,119.0,0.05,113.05,36.35,Credit Card,United Kingdom,England,Europe
TXN-100313,2026-03-26,Cust-1032,Customer 1032,Clothing,Jacket,2,120.0,0.0,240.0,90.26,Debit Card,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100314,2024-07-27,Cust-1140,Customer 1140,Clothing,Jeans,1,60.0,0.15,51.0,18.31,Google Pay,France,Île-de-France,Europe
TXN-100315,2026-05-13,Cust-1038,Customer 1038,Electronics,Smartphone,1,699.0,0.0,699.0,292.67,Google Pay,Canada,Ontario,North America
TXN-100316,2025-09-27,Cust-1061,Customer 1061,Clothing,Jacket,1,120.0,0.0,120.0,38.18,Debit Card,France,Auvergne-Rhône-Alpes,Europe
TXN-100317,2025-10-07,Cust-1123,Customer 1123,Clothing,Sneakers,2,80.0,0.05,152.0,44.01,Apple Pay,United States,Texas,North America
TXN-100318,2025-07-04,Cust-1117,Customer 1117,Clothing,Socks,1,10.0,0.1,9.0,3.73,Google Pay,United Kingdom,Wales,Europe
TXN-100319,2024-07-16,Cust-1029,Customer 1029,Clothing,Jeans,4,60.0,0.0,240.0,40.82,Credit Card,Germany,Hamburg,Europe
TXN-100320,2026-04-25,Cust-1103,Customer 1103,Beauty,Moisturizer,2,25.0,0.15,42.5,12.12,Apple Pay,France,Île-de-France,Europe
TXN-100321,2024-08-01,Cust-1122,Customer 1122,Electronics,Charger,1,29.0,0.0,29.0,10.69,Apple Pay,United Kingdom,Wales,Europe
TXN-100322,2025-02-09,Cust-1059,Customer 1059,Beauty,Perfume,2,75.0,0.05,142.5,21.73,Credit Card,United Kingdom,Scotland,Europe
TXN-100323,2025-06-24,Cust-1136,Customer 1136,Beauty,Moisturizer,1,25.0,0.0,25.0,4.11,Debit Card,Germany,Bavaria,Europe
TXN-100324,2026-01-08,Cust-1057,Customer 1057,Sports,Backpack,1,55.0,0.05,52.25,19.73,PayPal,United Kingdom,England,Europe
TXN-100325,2025-09-05,Cust-1043,Customer 1043,Sports,Water Bottle,1,20.0,0.0,20.0,8.34,Credit Card,France,Provence-Alpes-Côte d'Azur,Europe
TXN-100326,2025-04-03,Cust-1143,Customer 1143,Home & Kitchen,Knife Set,2,59.0,0.1,106.2,34.37,Debit Card,Canada,Alberta,North America
TXN-100327,2024-07-21,Cust-1012,Customer 1012,Home & Kitchen,Air Fryer,1,119.0,0.0,119.0,48.61,Apple Pay,Germany,Berlin,Europe
TXN-100328,2025-02-05,Cust-1138,Customer 1138,Clothing,Jeans,2,60.0,0.0,120.0,47.59,Credit Card,Canada,Quebec,North America
TXN-100329,2025-03-28,Cust-1127,Customer 1127,Clothing,Jacket,4,120.0,0.05,456.0,112.79,Debit Card,France,Île-de-France,Europe
TXN-100330,2026-02-23,Cust-1109,Customer 1109,Sports,Water Bottle,2,20.0,0.0,40.0,13.94,Apple Pay,Germany,Hamburg,Europe
TXN-100331,2025-04-04,Cust-1100,Customer 1100,Beauty,Moisturizer,1,25.0,0.0,25.0,7.23,PayPal,France,Île-de-France,Europe
TXN-100332,2025-10-18,Cust-1078,Customer 1078,Sports,Running Shoes,1,95.0,0.05,90.25,22.28,Google Pay,United Kingdom,Wales,Europe
TXN-100333,2025-09-20,Cust-1103,Customer 1103,Sports,Dumbbells,3,45.0,0.0,135.0,43.61,Google Pay,United Kingdom,Wales,Europe
TXN-100334,2026-04-14,Cust-1030,Customer 1030,Home & Kitchen,Knife Set,3,59.0,0.15,150.45,33.47,Credit Card,France,Île-de-France,Europe
TXN-100335,2025-11-22,Cust-1034,Customer 1034,Beauty,Perfume,1,75.0,0.05,71.25,22.79,PayPal,Germany,Bavaria,Europe
TXN-100336,2025-12-23,Cust-1085,Customer 1085,Electronics,Smartphone,3,699.0,0.0,2097.0,841.18,PayPal,United Kingdom,Scotland,Europe
TXN-100337,2025-01-02,Cust-1002,Customer 1002,Sports,Backpack,1,55.0,0.0,55.0,9.39,PayPal,France,Auvergne-Rhône-Alpes,Europe
TXN-100338,2024-08-12,Cust-1073,Customer 1073,Sports,Water Bottle,2,20.0,0.0,40.0,16.42,Debit Card,United Kingdom,Scotland,Europe
TXN-100339,2025-11-18,Cust-1027,Customer 1027,Sports,Water Bottle,1,20.0,0.0,20.0,5.96,Apple Pay,United States,New York,North America
TXN-100340,2024-07-11,Cust-1013,Customer 1013,Home & Kitchen,Air Fryer,3,119.0,0.0,357.0,146.05,Apple Pay,United Kingdom,England,Europe
TXN-100341,2024-12-13,Cust-1132,Customer 1132,Clothing,Jacket,2,120.0,0.05,228.0,53.03,Apple Pay,United Kingdom,England,Europe
TXN-100342,2025-01-30,Cust-1142,Customer 1142,Beauty,Foundation,2,35.0,0.1,63.0,12.66,Credit Card,Germany,Berlin,Europe
TXN-100343,2024-11-29,Cust-1118,Customer 1118,Home & Kitchen,Air Fryer,1,119.0,0.0,119.0,42.33,Google Pay,United Kingdom,Scotland,Europe
TXN-100344,2025-10-14,Cust-1065,Customer 1065,Sports,Yoga Mat,1,29.0,0.15,24.65,8.01,Apple Pay,Germany,Hamburg,Europe
TXN-100345,2024-08-09,Cust-1007,Customer 1007,Sports,Dumbbells,1,45.0,0.05,42.75,17.71,Google Pay,United Kingdom,Wales,Europe
TXN-100346,2025-07-02,Cust-1087,Customer 1087,Clothing,Jacket,1,120.0,0.0,120.0,42.88,Apple Pay,United States,Illinois,North America
TXN-100347,2025-11-24,Cust-1123,Customer 1123,Sports,Running Shoes,3,95.0,0.1,256.5,110.65,PayPal,United Kingdom,Scotland,Europe
TXN-100348,2024-10-01,Cust-1097,Customer 1097,Electronics,Smartwatch,1,199.0,0.0,199.0,33.15,Apple Pay,Canada,Alberta,North America
TXN-100349,2024-07-31,Cust-1014,Customer 1014,Sports,Running Shoes,5,95.0,0.05,451.25,198.7,PayPal,Germany,Hamburg,Europe
TXN-100350,2025-03-31,Cust-1109,Customer 1109,Sports,Running Shoes,3,95.0,0.0,285.0,72.99,Debit Card,France,Île-de-France,Europe
TXN-100351,2025-06-08,Cust-1085,Customer 1085,Beauty,Foundation,1,35.0,0.1,31.5,6.19,PayPal,Canada,British Columbia,North America
TXN-100352,2025-11-03,Cust-1045,Customer 1045,Sports,Dumbbells,2,45.0,0.0,90.0,30.35,Credit Card,Germany,Berlin,Europe
TXN-100353,2025-04-22,Cust-1064,Customer 1064,Electronics,Smartphone,2,699.0,0.0,1398.0,362.28,Debit Card,France,Île-de-France,Europe
TXN-100354,2024-12-22,Cust-1114,Customer 1114,Beauty,Lipstick,3,18.0,0.0,54.0,16.82,Credit Card,France,Île-de-France,Europe
TXN-100355,2026-02-21,Cust-1039,Customer 1039,Beauty,Foundation,1,35.0,0.0,35.0,13.04,PayPal,Germany,Berlin,Europe
TXN-100356,2024-10-01,Cust-1070,Customer 1070,Clothing,Jacket,3,120.0,0.0,360.0,129.44,Google Pay,United Kingdom,England,Europe
